List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$428,000",522 Sqft,$251,"$1,067",1,1,Apt/Condo,1994 (28 yrs old),Freehold Strata,Upper Unit,,Central Location,"Dishwasher, Refrigerator, Stove",Collingwood,https://www.rew.ca//properties/3952357/910-3489-ascot-place-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,650,000",979 Sqft,$517,"$4,068",2,2,Apt/Condo,2014 (8 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Garage Door Opener, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Cleared, Lane Access, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3952343/3708-1372-seymour-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$849,000",518 Sqft,$499,"$2,090",1,1,Apt/Condo,2020 (2 yrs old),Freehold Strata,Upper Unit,Drapes/window Coverings,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3952272/2107-1480-howe-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,498,000",1042 Sqft,$456,"$2,976",2,2,Apt/Condo,2013 (9 yrs old),Leasehold prepaid-Strata,"Penthouse,Upper Unit","Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby, Treed",Washer/Dryer/Fridge/Stove/Dishwasher,University (UBC),https://www.rew.ca//properties/3951665/ph7-5728-berton-avenue-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$569,000",442 Sqft,$251,"$1,458",0,1,Apt/Condo,2009 (13 yrs old),Freehold Strata,Upper Unit,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3952299/2708-233-robson-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,699,900",1201 Sqft,$644,"$4,758",2,2,Apt/Condo,2012 (10 yrs old),Freehold Strata,"Corner Unit,Upper Unit",Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Fairview,https://www.rew.ca//properties/3952311/1002-728-w-8th-avenue-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,099,000",1272 Sqft,$879,"$5,404",2,2,Apt/Condo,2008 (14 yrs old),Freehold Strata,1 Storey,"Satellite Dish, Smoke Alarm","Marina Nearby, Recreation Nearby, Shopping Nearby, Treed","Clothes Dryer, Clothes Washer, Dishwasher, Microwave",Coal Harbour,https://www.rew.ca//properties/3952275/2502-1277-melville-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$649,000",540 Sqft,$294,"$1,736",1,1,Apt/Condo,2008 (14 yrs old),Freehold Strata,"1 Storey,Corner Unit",Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3952351/602-1252-hornby-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,900",570 Sqft,$331,"$1,566",1,1,Apt/Condo,2005 (17 yrs old),Freehold Strata,Inside Unit,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3952350/501-550-taylor-street-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$799,900",830 Sqft,$425,$0,2,2,Apt/Condo,2022 (0 yrs old),Freehold Strata,"1 Storey,Inside Unit","Drapes/window Coverings, Garage Door Opener","Air Conditioning, Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,South Marine,https://www.rew.ca//properties/3952304/353-8575-rivergrass-drive-vancouver-bc?direction=desc&page=3&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
