List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$569,000",733 Sqft,$376,"$1,464",1,1,Apt/Condo,1995 (27 yrs old),Freehold Strata,Inside Unit,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Mount Pleasant East,https://www.rew.ca//properties/3948681/e208-515-e-15th-avenue-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$899,000",1028 Sqft,$486,"$2,516",2,2,Apt/Condo,1998 (24 yrs old),Leasehold prepaid-Strata,"Corner Unit,End Unit",,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Fairview,https://www.rew.ca//properties/3948676/702-1575-w-10th-avenue-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$668,000",508 Sqft,$296,"$1,805",1,1,Apt/Condo,2016 (6 yrs old),Freehold Strata,Upper Unit,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Mount Pleasant East,https://www.rew.ca//properties/3948677/903-1788-ontario-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,000",600 Sqft,$446,"$1,526",1,1,Apt/Condo,1998 (24 yrs old),Freehold Strata,"2 Storey,Loft/Warehouse Conv.",,,,Downtown East,https://www.rew.ca//properties/3948667/406-1-e-cordova-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$606,900",591 Sqft,$469,"$1,767",1,1,Apt/Condo,2009 (13 yrs old),Freehold Strata,"1 Storey,Upper Unit","Drapes/window Coverings, Hot Tub Spa/swirlpool, Intercom, Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Disposal - Waste, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3948663/2607-108-w-cordova-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$998,000",840 Sqft,$643,"$2,367",1,1,Apt/Condo,2006 (16 yrs old),Freehold Strata,"Corner Unit,Other","Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3948658/205-638-beach-crescent-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$559,900",475 Sqft,$273,"$1,444",0,1,Apt/Condo,2002 (20 yrs old),Freehold Strata,"Upper Unit,Bachelor/Studio",,"Central Location, Lane Access, Recreation Nearby, Shopping Nearby, Ski Hill Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3948646/1006-1295-richards-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$899,000",799 Sqft,$0,$0,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,Upper Unit,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire",Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,South Marine,https://www.rew.ca//properties/3948639/502-8188-fraser-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$899,000",799 Sqft,$0,$0,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,Upper Unit,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire",Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,South Marine,https://www.rew.ca//properties/3948640/602-8188-fraser-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$649,000",591 Sqft,$354,"$1,704",1,1,Apt/Condo,2008 (14 yrs old),Freehold Strata,"1 Storey,Corner Unit",Garage Door Opener,Recreation Nearby,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3948629/1204-1212-howe-street-vancouver-bc?direction=desc&page=7&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
