List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$778,800",627 Sqft,$373,"$1,955",1,1,Apt/Condo,2012 (10 yrs old),Freehold Strata,"1 Storey,Upper Unit",,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",False Creek,https://www.rew.ca//properties/3949606/216-288-w-1st-avenue-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$529,900",508 Sqft,$431,"$1,546",1,1,Apt/Condo,1995 (27 yrs old),Freehold Strata,Other,,,,Downtown West,https://www.rew.ca//properties/3949585/1408-989-nelson-street-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$729,000",575 Sqft,$370,"$1,733",1,1,Apt/Condo,2017 (5 yrs old),Freehold Strata,Inside Unit,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",False Creek,https://www.rew.ca//properties/3949578/510-159-w-2nd-avenue-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,898,000",1052 Sqft,$587,$0,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,Corner Unit,"Drapes/window Coverings, Oven - Built In","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Range Top, Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",Downtown West,https://www.rew.ca//properties/3949577/901-885-cambie-street-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,298,000",1107 Sqft,$487,"$3,162",2,2,Apt/Condo,2017 (5 yrs old),Freehold Strata,1 Storey,,"Air Conditioning, Golf Course Nearby, Lane Access, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Main,https://www.rew.ca//properties/3949568/101-168-e-35th-avenue-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$699,000",530 Sqft,$499,"$2,347",1,1,Apt/Condo,2020 (2 yrs old),Freehold Strata,1 Storey,"Smoke Alarm, Sprinkler - Fire","Air Conditioning, Swimming Pool Equipment","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3949566/3811-1480-howe-street-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,898,000",1052 Sqft,"$1,200","$4,953",2,2,Apt/Condo,2008 (14 yrs old),Freehold Strata,1 Storey,"Drapes/window Coverings, Garage Door Opener","Air Conditioning, Central Location, Marina Nearby, Paved Road, Recreation Nearby, Shopping Nearby","Dishwasher, Washer/Dryer/Fridge/Stove/Dishwasher",West End,https://www.rew.ca//properties/3949572/4103-1111-alberni-street-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$899,000",880 Sqft,$601,"$2,648",2,2,Apt/Condo,2010 (12 yrs old),Freehold Strata,"1 Storey,Corner Unit",Garage Door Opener,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3949193/804-1205-howe-street-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$699,900",609 Sqft,$338,"$1,894",1,1,Apt/Condo,2013 (9 yrs old),Freehold Strata,1 Storey,,Central Location,Washer/Dryer/Fridge/Stove/Dishwasher,False Creek,https://www.rew.ca//properties/3949166/367-108-w-1st-avenue-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$568,000",512 Sqft,$281,"$1,590",1,1,Apt/Condo,2016 (6 yrs old),Freehold Strata,Upper Unit,"Intercom, Smoke Alarm, Sprinkler - Fire","Central Location, Shopping Nearby","Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Collingwood,https://www.rew.ca//properties/3949165/3204-5665-boundary-road-vancouver-bc?direction=desc&page=5&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
