List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$3,500,000",1582 Sqft,"$1,528","$7,569",2,3,Apt/Condo,2020 (2 yrs old),Freehold Strata,Upper Unit,"Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3950102/4806-1480-howe-street-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$679,000",617 Sqft,$329,"$1,648",1,1,Apt/Condo,1995 (27 yrs old),Freehold Strata,Inside Unit,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Shopping Nearby",Clothes Washer/Dryer,Coal Harbour,https://www.rew.ca//properties/3950092/1007-1238-melville-street-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$615,000",549 Sqft,$507,"$1,604",1,1,Apt/Condo,1979 (43 yrs old),Freehold Strata,Ground Level Unit,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,Kitsilano,https://www.rew.ca//properties/3950083/101-2458-york-avenue-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$730,000",649 Sqft,$592,"$1,879",1,1,Apt/Condo,1979 (43 yrs old),Freehold Strata,"Corner Unit,Loft/Warehouse Conv.",,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,Kitsilano,https://www.rew.ca//properties/3950084/303-2458-york-avenue-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$3,188,000",1552 Sqft,"$1,401","$7,447",2,3,Apt/Condo,2020 (2 yrs old),Freehold Strata,"Corner Unit,Upper Unit",,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3950079/4906-1480-howe-street-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,199,000",803 Sqft,$517,"$3,177",2,1,Apt/Condo,2014 (8 yrs old),Freehold Strata,"Corner Unit,Upper Unit",,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3950082/3301-1351-continental-street-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$739,000",675 Sqft,$625,"$1,946",2,1,Apt/Condo,1979 (43 yrs old),Freehold Strata,Ground Level Unit,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,Kitsilano,https://www.rew.ca//properties/3949950/103-2458-york-avenue-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,249,800",1531 Sqft,"$1,231",$0,2,2,Apt/Condo,1960 (62 yrs old),Shares in Co-operative,Upper Unit,,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,West End,https://www.rew.ca//properties/3949955/201-1835-morton-avenue-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,000",883 Sqft,$394,"$2,105",2,2,Apt/Condo,2013 (9 yrs old),Leasehold prepaid-Strata,Upper Unit,Oven - Built In,"Air Conditioning, Central Location, Greenbelt, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",University (UBC),https://www.rew.ca//properties/3949567/1801-5728-berton-avenue-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,099,000",868 Sqft,$499,"$2,782",2,2,Apt/Condo,2019 (3 yrs old),Freehold Strata,1 Storey,,"Air Conditioning, Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Marpole,https://www.rew.ca//properties/3949179/620-455-sw-marine-drive-vancouver-bc?direction=desc&page=4&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
