List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$2,099,000",1269 Sqft,$838,"$5,135",3,2,Apt/Condo,2008 (14 yrs old),Freehold Strata,1 Storey,"Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Coal Harbour,https://www.rew.ca//properties/3935338/2402-1211-melville-street-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$974,900",829 Sqft,$344,$0,2,2,Apt/Condo,2022 (0 yrs old),Freehold Strata,Upper Unit,"Cul-de-Sac, Oven - Built In, Pantry, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Disposal - Waste, Microwave, Range Top, Refrigerator",Grandview East,https://www.rew.ca//properties/3921279/304-2235-e-broadway-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,264,900",1068 Sqft,$453,$0,3,2,Apt/Condo,2022 (0 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Oven - Built In, Pantry","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",Grandview East,https://www.rew.ca//properties/3921284/310-2235-broadway-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$658,000",592 Sqft,$348,"$1,654",1,1,Apt/Condo,2004 (18 yrs old),Freehold Strata,End Unit,,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3849395/605-989-beatty-street-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$968,000",870 Sqft,$0,"$2,256",2,2,Apt/Condo,2020 (2 yrs old),Freehold Strata,Ground Level Unit,,"Central Location, Lane Access, Private Setting, Private Yard, Shopping Nearby",,Grandview East,https://www.rew.ca//properties/3851772/1723-cotton-drive-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$868,000",846 Sqft,$434,"$2,163",1,1,Apt/Condo,2001 (21 yrs old),Freehold Strata,"1 Storey,Corner Unit",Drapes/window Coverings,"Central Location, Lane Access, Paved Road, Recreation Nearby, Shopping Nearby, Treed",Washer/Dryer/Fridge/Stove/Dishwasher,Quilchena,https://www.rew.ca//properties/3935759/1216-4655-valley-drive-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$405,000",625 Sqft,$681,$0,1,1,Apt/Condo,1968 (54 yrs old),Leasehold prepaid-NonStrata,Corner Unit,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby","Refrigerator, Stove",West End,https://www.rew.ca//properties/3935787/802-1850-comox-street-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$850,000",702 Sqft,$395,"$2,312",1,1,Apt/Condo,2005 (17 yrs old),Freehold Strata,"Inside Unit,Upper Unit","Garage Door Opener, Intercom, Smoke Alarm, Sprinkler - Fire","Central Location, Private Yard, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3935775/2205-938-smithe-street-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,998,000",1214 Sqft,$692,"$4,819",2,2,Apt/Condo,1998 (24 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Cul-de-Sac, Garage Door Opener","Central Location, Recreation Nearby, Shopping Nearby",Compactor - Garbage,Yaletown,https://www.rew.ca//properties/3935771/1505-1383-marinaside-crescent-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,000",868 Sqft,$488,"$2,371",1,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,1 Storey,"Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",West End,https://www.rew.ca//properties/3934846/304-e-1365-davie-street-vancouver-bc?direction=desc&page=16&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
