List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$799,000",896 Sqft,$444,"$1,897",2,2,Apt/Condo,2013 (9 yrs old),Freehold Strata,"1 Storey,Ground Level Unit",,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,South Marine,https://www.rew.ca//properties/3916922/111-3133-riverwalk-avenue-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$449,000",445 Sqft,$353,"$1,105",0,1,Apt/Condo,1974 (48 yrs old),Freehold Strata,"Inside Unit,Upper Unit",,"Central Location, Lane Access, Private Setting, Recreation Nearby, Shopping Nearby, Ski Hill Nearby","Dishwasher, Refrigerator, Stove",West End,https://www.rew.ca//properties/3916959/401-1108-nicola-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$875,000",731 Sqft,$461,"$2,131",1,1,Apt/Condo,1999 (23 yrs old),Freehold Strata,Other,,,Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3916971/901-189-davie-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$899,900",1140 Sqft,$622,"$2,414",2,2,Apt/Condo,1973 (49 yrs old),Freehold Strata,1 Storey,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby","Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",Fairview,https://www.rew.ca//properties/3916951/310-1775-w-11th-avenue-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$579,000",466 Sqft,$263,"$1,403",1,1,Apt/Condo,2015 (7 yrs old),Freehold Strata,Upper Unit,"Drapes/window Coverings, Smoke Alarm","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Marpole,https://www.rew.ca//properties/3916934/1805-489-interurban-way-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$648,000",681 Sqft,$445,"$1,596",1,1,Apt/Condo,1987 (35 yrs old),Freehold Strata,Ground Level Unit,,"Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",West End,https://www.rew.ca//properties/3916915/106-1510-nelson-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,099,000",1460 Sqft,$784,"$3,025",3,2,Apt/Condo,1994 (28 yrs old),Freehold Strata,Inside Unit,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown East,https://www.rew.ca//properties/3916903/205-1128-quebec-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,900",589 Sqft,$446,"$1,499",1,1,Apt/Condo,1997 (25 yrs old),Freehold Strata,"Inside Unit,Loft/Warehouse Conv.",,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown East,https://www.rew.ca//properties/3916911/309-1-e-cordova-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$699,000",534 Sqft,$383,"$1,856",1,1,Apt/Condo,2009 (13 yrs old),Freehold Strata,Inside Unit,"Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3916904/806-565-smithe-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$949,000",805 Sqft,$595,"$2,759",2,1,Apt/Condo,2007 (15 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Drapes/window Coverings, Garage Door Opener","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3916881/2901-977-mainland-street-vancouver-bc?direction=desc&page=21&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
