List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$1,498,000",1075 Sqft,$628,$0,2,2,Apt/Condo,2021 (1 yrs old),Leasehold prepaid-Strata,"Corner Unit,Upper Unit","Cul-de-Sac, Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Golf Course Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",University (UBC),https://www.rew.ca//properties/3947296/1906-5629-birney-avenue-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,299,000",1097 Sqft,$540,"$3,244",2,2,Apt/Condo,2007 (15 yrs old),Freehold Strata,1 Storey,"Fireplace Insert, Garage Door Opener","Central Location, Shopping Nearby","Clothes Dryer, Clothes Washer, Dishwasher, Refrigerator, Stove",Downtown East,https://www.rew.ca//properties/3947295/1404-125-milross-avenue-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,198,000",1624 Sqft,"$1,103","$4,723",2,3,Apt/Condo,1994 (28 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Cul-de-Sac, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Intercom, Jetted Bathtub, Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3947291/1501-1501-howe-street-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,000",816 Sqft,$647,"$2,405",2,1,Apt/Condo,2010 (12 yrs old),Freehold Strata,"Corner Unit,End Unit","Hot Tub Spa/swirlpool, Oven - Built In, Security System, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Stove, Washer/Dryer/Fridge/Stove/Dishwasher",False Creek,https://www.rew.ca//properties/3947286/310-123-w-1st-avenue-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$699,900",576 Sqft,$377,"$1,721",1,1,Apt/Condo,2017 (5 yrs old),Freehold Strata,Inside Unit,,"Central Location, Marina Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,False Creek,https://www.rew.ca//properties/3946828/313-159-w-2nd-avenue-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,438,000",1365 Sqft,$813,"$5,728",2,2,Apt/Condo,2018 (4 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Mount Pleasant West,https://www.rew.ca//properties/3947260/603-1678-pullman-porter-street-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$895,000",1045 Sqft,$528,"$2,168",2,2,Apt/Condo,2018 (4 yrs old),Freehold Strata,"1 Storey,Corner Unit","Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm","Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",South Marine,https://www.rew.ca//properties/3947251/317-3289-riverwalk-avenue-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$589,000",825 Sqft,$365,"$1,701",2,1,Apt/Condo,1981 (41 yrs old),Freehold Strata,1 Storey,,,Washer/Dryer/Fridge/Stove/Dishwasher,Mount Pleasant East,https://www.rew.ca//properties/3947254/406-1040-e-broadway-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,849,000",1367 Sqft,$791,"$5,564",2,2,Apt/Condo,2014 (8 yrs old),Freehold Strata,"2 Storey,Penthouse",,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,Mount Pleasant East,https://www.rew.ca//properties/3947246/2201-1618-quebec-street-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$948,800",868 Sqft,$480,"$2,432",2,2,Apt/Condo,2005 (17 yrs old),Freehold Strata,"1 Storey,Inside Unit",,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3947255/408-933-hornby-street-vancouver-bc?direction=desc&page=8&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
