List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$4,398,000",2342 Sqft,"$1,739","$13,385",2,3,Apt/Condo,2018 (4 yrs old),Freehold Strata,Penthouse,,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,West End,https://www.rew.ca//properties/3945740/1901-1171-jervis-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$679,000",719 Sqft,$428,"$1,618",1,1,Apt/Condo,1972 (50 yrs old),Freehold Strata,"Corner Unit,Ground Level Unit",,"Central Location, Recreation Nearby, Shopping Nearby, Treed","Dishwasher, Refrigerator, Stove",West End,https://www.rew.ca//properties/3945734/109-1535-nelson-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$898,000",1129 Sqft,$595,"$2,338",2,2,Apt/Condo,2018 (4 yrs old),Freehold Strata,"2 Storey,Ground Level Unit","Drapes/window Coverings, Sprinkler - Fire, Windows - Thermo","Central Location, Golf Course Nearby, Marina Nearby, Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",South Marine,https://www.rew.ca//properties/3945663/114-3289-riverwalk-avenue-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$625,000",475 Sqft,$318,"$1,570",1,1,Apt/Condo,2015 (7 yrs old),Freehold Strata,Inside Unit,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",False Creek,https://www.rew.ca//properties/3945650/316-1783-manitoba-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$885,000",864 Sqft,$538,"$2,028",1,1,Apt/Condo,1998 (24 yrs old),Freehold Strata,Loft/Warehouse Conv.,"Fireplace Insert, Garage Door Opener, Oven - Built In, Smoke Alarm","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Compactor - Garbage, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Yaletown,https://www.rew.ca//properties/3945644/302-1238-homer-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$399,900",470 Sqft,$207,$905,0,1,Apt/Condo,1998 (24 yrs old),Freehold Strata,"1 Storey,Ground Level Unit",Security System,"Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Collingwood,https://www.rew.ca//properties/3945641/108-3588-vanness-avenue-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$799,900",745 Sqft,$417,"$2,172",1,1,Apt/Condo,1998 (24 yrs old),Freehold Strata,"2 Storey,Loft/Warehouse Conv.",Drapes/window Coverings,"Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3945640/903-933-seymour-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$569,900",429 Sqft,$244,"$1,400",0,1,Apt/Condo,1993 (29 yrs old),Freehold Strata,Bachelor/Studio,,,,Downtown West,https://www.rew.ca//properties/3944930/1006-1050-burrard-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,250,000",860 Sqft,$695,"$2,864",1,1,Apt/Condo,2011 (11 yrs old),Freehold Strata,"Live/Work Studio,Penthouse,Upper Unit",,,,Coal Harbour,https://www.rew.ca//properties/3671300/506-1477-w-pender-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,000",961 Sqft,$510,"$2,887",2,2,Apt/Condo,1998 (24 yrs old),Freehold Strata,"1 Storey,Corner Unit","Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3876045/302-1226-hamilton-street-vancouver-bc?direction=desc&page=12&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
