List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$738,800",977 Sqft,$583,"$1,616",2,2,Apt/Condo,1995 (27 yrs old),Freehold Strata,Upper Unit,,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Renfrew,https://www.rew.ca//properties/3942901/304-2405-kamloops-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$949,900",551 Sqft,$326,$0,1,1,Apt/Condo,2021 (1 yrs old),Freehold Strata,Inside Unit,,"Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",West End,https://www.rew.ca//properties/3942894/1003w-1180-broughton-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$795,000",761 Sqft,$450,"$2,148",2,1,Apt/Condo,1998 (24 yrs old),Freehold Strata,Corner Unit,,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3941313/1208-819-hamilton-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$7,388,000",2998 Sqft,"$2,317","$21,775",2,4,Apt/Condo,2010 (12 yrs old),Freehold Strata,"1 Storey,End Unit","Drapes/window Coverings, Sprinkler - Fire","Marina Nearby, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,False Creek,https://www.rew.ca//properties/3942622/202-181-athletes-way-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$670,000",515 Sqft,$273,"$1,499",1,1,Apt/Condo,1997 (25 yrs old),Freehold Strata,Loft/Warehouse Conv.,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3942181/304-1216-homer-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,000",695 Sqft,$396,"$1,587",1,1,Apt/Condo,1990 (32 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Refrigerator, Stove",Downtown West,https://www.rew.ca//properties/3942184/1204-789-drake-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,090,000",907 Sqft,$362,"$2,222",2,2,Apt/Condo,2020 (2 yrs old),Leasehold prepaid-Strata,1 Storey,,"Air Conditioning, Central Location, Gated Complex, Golf Course Nearby, Greenbelt, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",University (UBC),https://www.rew.ca//properties/3941312/1205-3533-ross-drive-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$499,000",569 Sqft,$261,"$1,146",1,1,Apt/Condo,2005 (17 yrs old),Freehold Strata,1 Storey,,,Washer/Dryer/Fridge/Stove/Dishwasher,Collingwood,https://www.rew.ca//properties/3941564/218-3638-vanness-avenue-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$918,000",929 Sqft,$376,"$1,894",1,2,Apt/Condo,1999 (23 yrs old),Freehold Strata,Inside Unit,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Range Top",Hastings,https://www.rew.ca//properties/3941834/305-2001-wall-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$550,000",439 Sqft,$264,$0,0,1,Apt/Condo,2021 (1 yrs old),Freehold Strata,"1 Storey,Inside Unit",Smoke Alarm,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Collingwood,https://www.rew.ca//properties/3941311/808-5058-joyce-street-vancouver-bc?direction=desc&page=13&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
