List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$599,000",662 Sqft,$347,"$1,244",1,1,Apt/Condo,1974 (48 yrs old),Freehold Strata,Ground Level Unit,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Refrigerator, Stove",Mount Pleasant East,https://www.rew.ca//properties/3938018/102-710-e-6th-avenue-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$849,000",900 Sqft,$405,"$1,861",2,2,Apt/Condo,1974 (48 yrs old),Freehold Strata,Upper Unit,,"Central Location, Shopping Nearby","Dishwasher, Microwave, Refrigerator, Stove",Mount Pleasant East,https://www.rew.ca//properties/3938022/430-680-e-5th-avenue-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$639,800",1085 Sqft,$573,$0,2,1,Apt/Condo,1960 (62 yrs old),Shares in Co-operative,Corner Unit,,"Adult Oriented, Central Location, Recreation Nearby, Shopping Nearby",,Oakridge,https://www.rew.ca//properties/3937101/407-6026-tisdall-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,460,900",820 Sqft,$525,NaN,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,1 Storey,"Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3936012/2006-889-pacific-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$419,000",620 Sqft,$497,"$2,021",1,1,Apt/Condo,1970 (52 yrs old),Leasehold prepaid-NonStrata,"1 Storey,Corner Unit",,"Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby",,West End,https://www.rew.ca//properties/3935767/101-1330-harwood-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$698,000",545 Sqft,$467,"$1,760",1,1,Apt/Condo,1997 (25 yrs old),Freehold Strata,1 Storey,,,,Coal Harbour,https://www.rew.ca//properties/3936574/2106-1331-w-georgia-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,898,000",1173 Sqft,$624,"$4,720",2,2,Apt/Condo,2000 (22 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Coal Harbour,https://www.rew.ca//properties/3936022/3301-1111-w-pender-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$724,900",452 Sqft,$269,$0,1,1,Apt/Condo,2024 (-2 yrs old),Freehold Strata,"Inside Unit,Penthouse,Upper Unit",,"Air Conditioning, Golf Course Nearby, Lane Access, Paved Road, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Southwest Marine,https://www.rew.ca//properties/3936003/1004-8415-granville-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,799,000",1439 Sqft,$831,"$4,179",3,3,Apt/Condo,2019 (3 yrs old),Freehold Strata,"Corner Unit,Ground Level Unit","Drapes/window Coverings, Hot Water Dispenser, Smoke Alarm","Air Conditioning, Gated Complex, Golf Course Nearby, Paved Road, Shopping Nearby","Disposal - Waste, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",South Cambie,https://www.rew.ca//properties/3935983/102-375-w-59th-avenue-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,000",560 Sqft,$395,"$1,593",1,1,Apt/Condo,1994 (28 yrs old),Freehold Strata,Upper Unit,"Drapes/window Coverings, Garage Door Opener, Security System","Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Kitsilano,https://www.rew.ca//properties/3935780/429-1979-yew-street-vancouver-bc?direction=desc&page=15&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
